sequence_id	species	length	candidate
Cele__WBGene00003929	Cele	1226	0
Dmel__GeneID_32661	Dmel	1396	0
Dmel__GeneID_36692	Dmel	1115	0
Dmel__GeneID_36693	Dmel	1069	0
Dmel__GeneID_37732	Dmel	1018	0
Hsap__GeneID_3674	Hsap	1056	0
Hsap__GeneID_3676	Hsap	1032	0
Hsap__GeneID_3678	Hsap	1049	0
Hsap__GeneID_3680	Hsap	1035	0
Hsap__GeneID_3685	Hsap	1048	0
Hsap__GeneID_8516	Hsap	1063	0
Mmus__GeneID_104099	Mmus	1036	0
Mmus__GeneID_16399	Mmus	1033	0
Mmus__GeneID_16401	Mmus	1032	0
Mmus__GeneID_16402	Mmus	1053	0
Mmus__GeneID_16410	Mmus	1044	0
Mmus__GeneID_241226	Mmus	1079	0
Shae__MS3_00009872	Shae	1378	1
Sjap__EWB00_002919	Sjap	1239	1
Sman__Smp_126140	Sman	1372	1
Xlae__GeneID_100191022	Xlae	1034	0
Xlae__GeneID_108701397	Xlae	1027	0
Xlae__GeneID_108718824	Xlae	1060	0
Xlae__GeneID_108719000	Xlae	1034	0
Xlae__GeneID_108719885	Xlae	1088	0
Xlae__GeneID_394366	Xlae	1050	0
Xlae__GeneID_397839	Xlae	1032	0
Xlae__GeneID_397842	Xlae	1049	0
Xlae__GeneID_397997	Xlae	1033	0
Xlae__GeneID_495051	Xlae	1034	0
