sequence_id	species	length	candidate
Cele__WBGene00003930	Cele	809	0
Dmel__GeneID_44885	Dmel	846	0
Hsap__GeneID_3688	Hsap	801	0
Hsap__GeneID_3689	Hsap	769	0
Hsap__GeneID_3690	Hsap	788	0
Hsap__GeneID_3693	Hsap	799	0
Hsap__GeneID_3694	Hsap	788	0
Hsap__GeneID_3695	Hsap	798	0
Mmus__GeneID_16412	Mmus	798	0
Mmus__GeneID_16414	Mmus	770	0
Mmus__GeneID_16415	Mmus	795	0
Mmus__GeneID_16416	Mmus	787	0
Mmus__GeneID_16419	Mmus	816	0
Mmus__GeneID_16420	Mmus	787	0
Mmus__GeneID_16421	Mmus	806	0
Shae__MS3_00009865	Shae	865	1
Sjap__EWB00_002869	Sjap	817	1
Sman__Smp_089700	Sman	825	1
Xlae__GeneID_108702890	Xlae	809	0
Xlae__GeneID_108708650	Xlae	766	0
Xlae__GeneID_378686	Xlae	780	0
Xlae__GeneID_379708	Xlae	772	0
Xlae__GeneID_397699	Xlae	788	0
Xlae__GeneID_397755	Xlae	798	0
Xlae__GeneID_399443	Xlae	917	0
Xlae__GeneID_446423	Xlae	808	0
