branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	100/100	14	Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Dmel__GeneID_40232,Hsap__GeneID_1263,Hsap__GeneID_126520,Hsap__GeneID_5347,Mmus__GeneID_12795,Mmus__GeneID_18817,Mmus__GeneID_216166,Shae__MS3_00001471,Sjap__EWB00_008372,Sman__Smp_009600,Xlae__GeneID_100381164,Xlae__GeneID_100505422,Xlae__GeneID_108701628,Xlae__GeneID_380481	33		unrooted split; no ancestry or duplication timing assigned
B0003	82.1/77	7	Dmel,Hsap,Mmus,Xlae	Dmel__GeneID_40232,Hsap__GeneID_1263,Hsap__GeneID_126520,Mmus__GeneID_12795,Mmus__GeneID_216166,Xlae__GeneID_100381164,Xlae__GeneID_100505422	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	6	Hsap,Mmus,Xlae	Hsap__GeneID_1263,Hsap__GeneID_126520,Mmus__GeneID_12795,Mmus__GeneID_216166,Xlae__GeneID_100381164,Xlae__GeneID_100505422	0		unrooted split; no ancestry or duplication timing assigned
B0005	96.4/95	4	Hsap,Mmus,Xlae	Hsap__GeneID_1263,Mmus__GeneID_12795,Xlae__GeneID_100381164,Xlae__GeneID_100505422	0		unrooted split; no ancestry or duplication timing assigned
B0006	99.4/100	2	Hsap,Mmus	Hsap__GeneID_1263,Mmus__GeneID_12795	0		unrooted split; no ancestry or duplication timing assigned
B0007	99.9/100	2	Xlae	Xlae__GeneID_100381164,Xlae__GeneID_100505422	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	2	Hsap,Mmus	Hsap__GeneID_126520,Mmus__GeneID_216166	0		unrooted split; no ancestry or duplication timing assigned
B0009	77.9/70	7	Hsap,Mmus,Shae,Sjap,Sman,Xlae	Hsap__GeneID_5347,Mmus__GeneID_18817,Shae__MS3_00001471,Sjap__EWB00_008372,Sman__Smp_009600,Xlae__GeneID_108701628,Xlae__GeneID_380481	12		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_5347,Mmus__GeneID_18817,Xlae__GeneID_108701628,Xlae__GeneID_380481	0		unrooted split; no ancestry or duplication timing assigned
B0011	98.9/100	2	Hsap,Mmus	Hsap__GeneID_5347,Mmus__GeneID_18817	0		unrooted split; no ancestry or duplication timing assigned
B0012	99.1/99	2	Xlae	Xlae__GeneID_108701628,Xlae__GeneID_380481	0		unrooted split; no ancestry or duplication timing assigned
B0013	100/100	3	Shae,Sjap,Sman	Shae__MS3_00001471,Sjap__EWB00_008372,Sman__Smp_009600	0		unrooted split; no ancestry or duplication timing assigned
B0014	98.4/100	2	Shae,Sman	Shae__MS3_00001471,Sman__Smp_009600	0		unrooted split; no ancestry or duplication timing assigned
