branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	84.7/92	26	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00006981,Hsap__GeneID_10205,Hsap__GeneID_10223,Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_196264,Hsap__GeneID_23584,Hsap__GeneID_340547,Hsap__GeneID_391123,Hsap__GeneID_4359,Hsap__GeneID_50848,Hsap__GeneID_55800,Hsap__GeneID_58494,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_79827,Hsap__GeneID_83700,Hsap__GeneID_9019,Hsap__GeneID_90952,Hsap__GeneID_924,Shae__MS3_00001233,Sjap__EWB00_002463,Sman__Smp_171460	69		unrooted split; no ancestry or duplication timing assigned
B0003	99.9/100	25	Hsap,Shae,Sjap,Sman	Hsap__GeneID_10205,Hsap__GeneID_10223,Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_196264,Hsap__GeneID_23584,Hsap__GeneID_340547,Hsap__GeneID_391123,Hsap__GeneID_4359,Hsap__GeneID_50848,Hsap__GeneID_55800,Hsap__GeneID_58494,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_79827,Hsap__GeneID_83700,Hsap__GeneID_9019,Hsap__GeneID_90952,Hsap__GeneID_924,Shae__MS3_00001233,Sjap__EWB00_002463,Sman__Smp_171460	66		unrooted split; no ancestry or duplication timing assigned
B0004	90.9/89	22	Hsap	Hsap__GeneID_10205,Hsap__GeneID_10223,Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_196264,Hsap__GeneID_23584,Hsap__GeneID_340547,Hsap__GeneID_391123,Hsap__GeneID_4359,Hsap__GeneID_50848,Hsap__GeneID_55800,Hsap__GeneID_58494,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_79827,Hsap__GeneID_83700,Hsap__GeneID_9019,Hsap__GeneID_90952,Hsap__GeneID_924	0		unrooted split; no ancestry or duplication timing assigned
B0005	31/27	14	Hsap	Hsap__GeneID_10205,Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_196264,Hsap__GeneID_4359,Hsap__GeneID_50848,Hsap__GeneID_55800,Hsap__GeneID_58494,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_83700,Hsap__GeneID_9019,Hsap__GeneID_924	0		unrooted split; no ancestry or duplication timing assigned
B0006	74.2/36	11	Hsap	Hsap__GeneID_10205,Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_196264,Hsap__GeneID_4359,Hsap__GeneID_55800,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_9019,Hsap__GeneID_924	0		unrooted split; no ancestry or duplication timing assigned
B0007	91.7/69	8	Hsap	Hsap__GeneID_10205,Hsap__GeneID_196264,Hsap__GeneID_4359,Hsap__GeneID_55800,Hsap__GeneID_6324,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_9019	0		unrooted split; no ancestry or duplication timing assigned
B0008	79.9/68	6	Hsap	Hsap__GeneID_10205,Hsap__GeneID_196264,Hsap__GeneID_4359,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_9019	0		unrooted split; no ancestry or duplication timing assigned
B0009	80.4/62	5	Hsap	Hsap__GeneID_10205,Hsap__GeneID_4359,Hsap__GeneID_6327,Hsap__GeneID_6330,Hsap__GeneID_9019	0		unrooted split; no ancestry or duplication timing assigned
B0010	69/61	3	Hsap	Hsap__GeneID_10205,Hsap__GeneID_6327,Hsap__GeneID_6330	0		unrooted split; no ancestry or duplication timing assigned
B0011	12.6/52	2	Hsap	Hsap__GeneID_10205,Hsap__GeneID_6327	0		unrooted split; no ancestry or duplication timing assigned
B0012	92.1/82	2	Hsap	Hsap__GeneID_4359,Hsap__GeneID_9019	0		unrooted split; no ancestry or duplication timing assigned
B0013	99.9/100	2	Hsap	Hsap__GeneID_55800,Hsap__GeneID_6324	0		unrooted split; no ancestry or duplication timing assigned
B0014	21.4/19	3	Hsap	Hsap__GeneID_11326,Hsap__GeneID_120425,Hsap__GeneID_924	0		unrooted split; no ancestry or duplication timing assigned
B0015	46.4/44	2	Hsap	Hsap__GeneID_120425,Hsap__GeneID_924	0		unrooted split; no ancestry or duplication timing assigned
B0016	99.9/99	3	Hsap	Hsap__GeneID_50848,Hsap__GeneID_58494,Hsap__GeneID_83700	0		unrooted split; no ancestry or duplication timing assigned
B0017	91/95	2	Hsap	Hsap__GeneID_58494,Hsap__GeneID_83700	0		unrooted split; no ancestry or duplication timing assigned
B0018	88.2/79	8	Hsap	Hsap__GeneID_10223,Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_23584,Hsap__GeneID_340547,Hsap__GeneID_391123,Hsap__GeneID_79827,Hsap__GeneID_90952	0		unrooted split; no ancestry or duplication timing assigned
B0019	40.3/37	7	Hsap	Hsap__GeneID_10223,Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_340547,Hsap__GeneID_391123,Hsap__GeneID_79827,Hsap__GeneID_90952	0		unrooted split; no ancestry or duplication timing assigned
B0020	81.2/61	2	Hsap	Hsap__GeneID_10223,Hsap__GeneID_340547	0		unrooted split; no ancestry or duplication timing assigned
B0021	93/67	5	Hsap	Hsap__GeneID_152404,Hsap__GeneID_1525,Hsap__GeneID_391123,Hsap__GeneID_79827,Hsap__GeneID_90952	0		unrooted split; no ancestry or duplication timing assigned
B0022	16.1/37	4	Hsap	Hsap__GeneID_1525,Hsap__GeneID_391123,Hsap__GeneID_79827,Hsap__GeneID_90952	0		unrooted split; no ancestry or duplication timing assigned
B0023	89.6/70	3	Hsap	Hsap__GeneID_1525,Hsap__GeneID_391123,Hsap__GeneID_79827	0		unrooted split; no ancestry or duplication timing assigned
B0024	56.3/54	2	Hsap	Hsap__GeneID_1525,Hsap__GeneID_391123	0		unrooted split; no ancestry or duplication timing assigned
