branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	99.9/100	26	Cele,Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Cele__WBGene00006803,Dmel__GeneID_32746,Hsap__GeneID_51332,Hsap__GeneID_57731,Hsap__GeneID_6710,Hsap__GeneID_6711,Hsap__GeneID_6712,Mmus__GeneID_20741,Mmus__GeneID_20742,Mmus__GeneID_20743,Mmus__GeneID_640524,Mmus__GeneID_80297,Shae__MS3_00006229,Shae__MS3_00008194,Sjap__EWB00_004137,Sjap__EWB00_010727,Sman__Smp_128920,Sman__Smp_143470,Xlae__GeneID_108698614,Xlae__GeneID_108698979,Xlae__GeneID_108699197,Xlae__GeneID_108700575,Xlae__GeneID_108715130,Xlae__GeneID_108716412,Xlae__GeneID_108717395,Xlae__GeneID_398511	120		unrooted split; no ancestry or duplication timing assigned
B0003	100/100	23	Cele,Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Cele__WBGene00006803,Dmel__GeneID_32746,Hsap__GeneID_57731,Hsap__GeneID_6710,Hsap__GeneID_6711,Hsap__GeneID_6712,Mmus__GeneID_20741,Mmus__GeneID_20742,Mmus__GeneID_20743,Mmus__GeneID_80297,Shae__MS3_00006229,Shae__MS3_00008194,Sjap__EWB00_004137,Sjap__EWB00_010727,Sman__Smp_128920,Sman__Smp_143470,Xlae__GeneID_108698614,Xlae__GeneID_108699197,Xlae__GeneID_108700575,Xlae__GeneID_108715130,Xlae__GeneID_108716412,Xlae__GeneID_108717395,Xlae__GeneID_398511	102		unrooted split; no ancestry or duplication timing assigned
B0004	97.3/94	17	Cele,Dmel,Hsap,Mmus,Xlae	Cele__WBGene00006803,Dmel__GeneID_32746,Hsap__GeneID_57731,Hsap__GeneID_6710,Hsap__GeneID_6711,Hsap__GeneID_6712,Mmus__GeneID_20741,Mmus__GeneID_20742,Mmus__GeneID_20743,Mmus__GeneID_80297,Xlae__GeneID_108698614,Xlae__GeneID_108699197,Xlae__GeneID_108700575,Xlae__GeneID_108715130,Xlae__GeneID_108716412,Xlae__GeneID_108717395,Xlae__GeneID_398511	0		unrooted split; no ancestry or duplication timing assigned
B0005	99.7/99	2	Cele,Dmel	Cele__WBGene00006803,Dmel__GeneID_32746	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	15	Hsap,Mmus,Xlae	Hsap__GeneID_57731,Hsap__GeneID_6710,Hsap__GeneID_6711,Hsap__GeneID_6712,Mmus__GeneID_20741,Mmus__GeneID_20742,Mmus__GeneID_20743,Mmus__GeneID_80297,Xlae__GeneID_108698614,Xlae__GeneID_108699197,Xlae__GeneID_108700575,Xlae__GeneID_108715130,Xlae__GeneID_108716412,Xlae__GeneID_108717395,Xlae__GeneID_398511	0		unrooted split; no ancestry or duplication timing assigned
B0007	99.6/100	7	Hsap,Mmus,Xlae	Hsap__GeneID_57731,Hsap__GeneID_6710,Mmus__GeneID_20741,Mmus__GeneID_80297,Xlae__GeneID_108698614,Xlae__GeneID_108699197,Xlae__GeneID_108700575	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_57731,Mmus__GeneID_80297,Xlae__GeneID_108698614,Xlae__GeneID_108700575	0		unrooted split; no ancestry or duplication timing assigned
B0009	100/100	2	Hsap,Mmus	Hsap__GeneID_57731,Mmus__GeneID_80297	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	2	Xlae	Xlae__GeneID_108698614,Xlae__GeneID_108700575	0		unrooted split; no ancestry or duplication timing assigned
B0011	100/100	3	Hsap,Mmus,Xlae	Hsap__GeneID_6710,Mmus__GeneID_20741,Xlae__GeneID_108699197	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	2	Hsap,Mmus	Hsap__GeneID_6710,Mmus__GeneID_20741	0		unrooted split; no ancestry or duplication timing assigned
B0013	93.5/90	8	Hsap,Mmus,Xlae	Hsap__GeneID_6711,Hsap__GeneID_6712,Mmus__GeneID_20742,Mmus__GeneID_20743,Xlae__GeneID_108715130,Xlae__GeneID_108716412,Xlae__GeneID_108717395,Xlae__GeneID_398511	0		unrooted split; no ancestry or duplication timing assigned
B0014	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_6711,Mmus__GeneID_20742,Xlae__GeneID_108716412,Xlae__GeneID_108717395	0		unrooted split; no ancestry or duplication timing assigned
B0015	100/100	2	Hsap,Mmus	Hsap__GeneID_6711,Mmus__GeneID_20742	0		unrooted split; no ancestry or duplication timing assigned
B0016	99.9/100	2	Xlae	Xlae__GeneID_108716412,Xlae__GeneID_108717395	0		unrooted split; no ancestry or duplication timing assigned
B0017	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_6712,Mmus__GeneID_20743,Xlae__GeneID_108715130,Xlae__GeneID_398511	0		unrooted split; no ancestry or duplication timing assigned
B0018	100/100	2	Hsap,Mmus	Hsap__GeneID_6712,Mmus__GeneID_20743	0		unrooted split; no ancestry or duplication timing assigned
B0019	100/100	2	Xlae	Xlae__GeneID_108715130,Xlae__GeneID_398511	0		unrooted split; no ancestry or duplication timing assigned
B0020	100/100	6	Shae,Sjap,Sman	Shae__MS3_00006229,Shae__MS3_00008194,Sjap__EWB00_004137,Sjap__EWB00_010727,Sman__Smp_128920,Sman__Smp_143470	0		unrooted split; no ancestry or duplication timing assigned
B0021	100/100	3	Shae,Sjap,Sman	Shae__MS3_00006229,Sjap__EWB00_010727,Sman__Smp_143470	0		unrooted split; no ancestry or duplication timing assigned
B0022	41.6/52	2	Shae,Sman	Shae__MS3_00006229,Sman__Smp_143470	0		unrooted split; no ancestry or duplication timing assigned
B0023	100/100	3	Shae,Sjap,Sman	Shae__MS3_00008194,Sjap__EWB00_004137,Sman__Smp_128920	0		unrooted split; no ancestry or duplication timing assigned
B0024	99.2/100	2	Shae,Sman	Shae__MS3_00008194,Sman__Smp_128920	0		unrooted split; no ancestry or duplication timing assigned
B0025	100/100	3	Hsap,Mmus,Xlae	Hsap__GeneID_51332,Mmus__GeneID_640524,Xlae__GeneID_108698979	0		unrooted split; no ancestry or duplication timing assigned
B0026	100/100	2	Hsap,Mmus	Hsap__GeneID_51332,Mmus__GeneID_640524	0		unrooted split; no ancestry or duplication timing assigned
