branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	99.8/100	6	Hsap	Hsap__GeneID_2268,Hsap__GeneID_2534,Hsap__GeneID_3055,Hsap__GeneID_4067,Hsap__GeneID_6714,Hsap__GeneID_7525	0		unrooted split; no ancestry or duplication timing assigned
B0003	94.7/89	4	Hsap	Hsap__GeneID_2268,Hsap__GeneID_2534,Hsap__GeneID_6714,Hsap__GeneID_7525	0		unrooted split; no ancestry or duplication timing assigned
B0004	52.1/56	3	Hsap	Hsap__GeneID_2268,Hsap__GeneID_6714,Hsap__GeneID_7525	0		unrooted split; no ancestry or duplication timing assigned
B0005	98.9/98	2	Hsap	Hsap__GeneID_6714,Hsap__GeneID_7525	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	2	Hsap	Hsap__GeneID_3055,Hsap__GeneID_4067	0		unrooted split; no ancestry or duplication timing assigned
B0007	100/100	6	Shae,Sjap,Sman	Shae__MS3_00008738,Shae__MS3_00009264,Sjap__EWB00_004406,Sjap__EWB00_007520,Sman__Smp_136300,Sman__Smp_172200	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	3	Shae,Sjap,Sman	Shae__MS3_00008738,Sjap__EWB00_007520,Sman__Smp_172200	0		unrooted split; no ancestry or duplication timing assigned
B0009	62.5/57	2	Sjap,Sman	Sjap__EWB00_007520,Sman__Smp_172200	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00009264,Sjap__EWB00_004406,Sman__Smp_136300	0		unrooted split; no ancestry or duplication timing assigned
B0011	94.2/99	2	Shae,Sman	Shae__MS3_00009264,Sman__Smp_136300	0		unrooted split; no ancestry or duplication timing assigned
