sequence_id	species	length	candidate
Cele__WBGene00012779	Cele	484	0
Dmel__GeneID_33798	Dmel	438	0
Hsap__GeneID_344387	Hsap	379	0
Hsap__GeneID_8814	Hsap	357	0
Mmus__GeneID_381113	Mmus	342	0
Mmus__GeneID_71091	Mmus	352	0
Shae__MS3_00002403	Shae	530	1
Shae__MS3_00006341	Shae	646	0
Sjap__EWB00_003002	Sjap	666	0
Sjap__EWB00_004212	Sjap	510	1
Sman__Smp_124130	Sman	524	1
Sman__Smp_157240	Sman	646	0
Xlae__GeneID_108698750	Xlae	352	0
Xlae__GeneID_108699794	Xlae	352	0
Xlae__GeneID_108704730	Xlae	342	0
Xlae__GeneID_121398949	Xlae	342	0
