branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	77.4/62	12	Dmel,Hsap,Mmus,Sjap,Sman,Xlae	Dmel__GeneID_38788,Dmel__GeneID_42103,Hsap__GeneID_1826,Hsap__GeneID_57453,Mmus__GeneID_114873,Mmus__GeneID_13508,Sjap__EWB00_003878,Sman__Smp_164270,Xlae__GeneID_108696466,Xlae__GeneID_108697593,Xlae__GeneID_108708870,Xlae__GeneID_735085	20		unrooted split; no ancestry or duplication timing assigned
B0003	81.3/67	11	Dmel,Hsap,Mmus,Sjap,Sman,Xlae	Dmel__GeneID_42103,Hsap__GeneID_1826,Hsap__GeneID_57453,Mmus__GeneID_114873,Mmus__GeneID_13508,Sjap__EWB00_003878,Sman__Smp_164270,Xlae__GeneID_108696466,Xlae__GeneID_108697593,Xlae__GeneID_108708870,Xlae__GeneID_735085	18		unrooted split; no ancestry or duplication timing assigned
B0004	99.9/100	10	Hsap,Mmus,Sjap,Sman,Xlae	Hsap__GeneID_1826,Hsap__GeneID_57453,Mmus__GeneID_114873,Mmus__GeneID_13508,Sjap__EWB00_003878,Sman__Smp_164270,Xlae__GeneID_108696466,Xlae__GeneID_108697593,Xlae__GeneID_108708870,Xlae__GeneID_735085	16		unrooted split; no ancestry or duplication timing assigned
B0005	100/100	8	Hsap,Mmus,Xlae	Hsap__GeneID_1826,Hsap__GeneID_57453,Mmus__GeneID_114873,Mmus__GeneID_13508,Xlae__GeneID_108696466,Xlae__GeneID_108697593,Xlae__GeneID_108708870,Xlae__GeneID_735085	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_1826,Mmus__GeneID_13508,Xlae__GeneID_108708870,Xlae__GeneID_735085	0		unrooted split; no ancestry or duplication timing assigned
B0007	100/100	2	Hsap,Mmus	Hsap__GeneID_1826,Mmus__GeneID_13508	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	2	Xlae	Xlae__GeneID_108708870,Xlae__GeneID_735085	0		unrooted split; no ancestry or duplication timing assigned
B0009	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_57453,Mmus__GeneID_114873,Xlae__GeneID_108696466,Xlae__GeneID_108697593	0		unrooted split; no ancestry or duplication timing assigned
B0010	99.9/100	2	Hsap,Mmus	Hsap__GeneID_57453,Mmus__GeneID_114873	0		unrooted split; no ancestry or duplication timing assigned
B0011	100/100	2	Xlae	Xlae__GeneID_108696466,Xlae__GeneID_108697593	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	2	Sjap,Sman	Sjap__EWB00_003878,Sman__Smp_164270	0		unrooted split; no ancestry or duplication timing assigned
