sequence_id	species	length	candidate
Dmel__GeneID_34132	Dmel	786	0
Hsap__GeneID_3702	Hsap	620	0
Hsap__GeneID_660	Hsap	675	0
Hsap__GeneID_695	Hsap	693	0
Hsap__GeneID_7006	Hsap	722	0
Hsap__GeneID_7294	Hsap	530	0
Mmus__GeneID_12169	Mmus	655	0
Mmus__GeneID_12229	Mmus	659	0
Mmus__GeneID_16428	Mmus	625	0
Mmus__GeneID_21682	Mmus	630	0
Mmus__GeneID_22165	Mmus	543	0
Shae__MS3_00001484	Shae	859	1
Sjap__EWB00_001471	Sjap	859	1
Sman__Smp_124850	Sman	904	1
Xlae__GeneID_108698274	Xlae	648	0
Xlae__GeneID_108706583	Xlae	628	0
Xlae__GeneID_108710759	Xlae	653	0
Xlae__GeneID_121402817	Xlae	102	0
Xlae__GeneID_734996	Xlae	628	0
