branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	74.8/76	9	Hsap,Shae,Sjap,Sman	Hsap__GeneID_100131244,Hsap__GeneID_100287718,Hsap__GeneID_116729,Hsap__GeneID_136319,Hsap__GeneID_157567,Hsap__GeneID_92565,Shae__MS3_00008656,Sjap__EWB00_004872,Sman__Smp_147110	2		unrooted split; no ancestry or duplication timing assigned
B0003	97.5/99	8	Hsap,Shae,Sjap,Sman	Hsap__GeneID_100131244,Hsap__GeneID_100287718,Hsap__GeneID_116729,Hsap__GeneID_157567,Hsap__GeneID_92565,Shae__MS3_00008656,Sjap__EWB00_004872,Sman__Smp_147110	2		unrooted split; no ancestry or duplication timing assigned
B0004	91.2/85	4	Hsap	Hsap__GeneID_100131244,Hsap__GeneID_100287718,Hsap__GeneID_116729,Hsap__GeneID_157567	0		unrooted split; no ancestry or duplication timing assigned
B0005	84.6/73	2	Hsap	Hsap__GeneID_100131244,Hsap__GeneID_157567	0		unrooted split; no ancestry or duplication timing assigned
B0006	80.1/80	2	Hsap	Hsap__GeneID_100287718,Hsap__GeneID_116729	0		unrooted split; no ancestry or duplication timing assigned
B0007	82.4/72	4	Hsap,Shae,Sjap,Sman	Hsap__GeneID_92565,Shae__MS3_00008656,Sjap__EWB00_004872,Sman__Smp_147110	1		unrooted split; no ancestry or duplication timing assigned
B0008	99.8/100	3	Shae,Sjap,Sman	Shae__MS3_00008656,Sjap__EWB00_004872,Sman__Smp_147110	0		unrooted split; no ancestry or duplication timing assigned
B0009	72.6/71	2	Shae,Sman	Shae__MS3_00008656,Sman__Smp_147110	0		unrooted split; no ancestry or duplication timing assigned
B0010	95/98	3	Shae,Sjap,Sman	Shae__MS3_00005165,Sjap__EWB00_011146,Sman__Smp_075030	0		unrooted split; no ancestry or duplication timing assigned
B0011	76.7/81	2	Shae,Sman	Shae__MS3_00005165,Sman__Smp_075030	0		unrooted split; no ancestry or duplication timing assigned
