branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	99.9/100	12	Hsap,Mmus,Xlae	Hsap__GeneID_100533105,Hsap__GeneID_10110,Hsap__GeneID_23678,Hsap__GeneID_6446,Mmus__GeneID_170755,Mmus__GeneID_20393,Mmus__GeneID_27219,Xlae__GeneID_108695327,Xlae__GeneID_108704609,Xlae__GeneID_108719280,Xlae__GeneID_399130,Xlae__GeneID_444618	0		unrooted split; no ancestry or duplication timing assigned
B0003	94.1/100	5	Hsap,Mmus,Xlae	Hsap__GeneID_100533105,Hsap__GeneID_23678,Mmus__GeneID_170755,Xlae__GeneID_108695327,Xlae__GeneID_108719280	0		unrooted split; no ancestry or duplication timing assigned
B0004	99.3/100	3	Hsap,Mmus	Hsap__GeneID_100533105,Hsap__GeneID_23678,Mmus__GeneID_170755	0		unrooted split; no ancestry or duplication timing assigned
B0005	79.5/100	2	Hsap	Hsap__GeneID_100533105,Hsap__GeneID_23678	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	2	Xlae	Xlae__GeneID_108695327,Xlae__GeneID_108719280	0		unrooted split; no ancestry or duplication timing assigned
B0007	87.3/73	7	Hsap,Mmus,Xlae	Hsap__GeneID_10110,Hsap__GeneID_6446,Mmus__GeneID_20393,Mmus__GeneID_27219,Xlae__GeneID_108704609,Xlae__GeneID_399130,Xlae__GeneID_444618	0		unrooted split; no ancestry or duplication timing assigned
B0008	99.9/100	3	Hsap,Mmus,Xlae	Hsap__GeneID_10110,Mmus__GeneID_27219,Xlae__GeneID_108704609	0		unrooted split; no ancestry or duplication timing assigned
B0009	99.5/100	2	Hsap,Mmus	Hsap__GeneID_10110,Mmus__GeneID_27219	0		unrooted split; no ancestry or duplication timing assigned
B0010	99.3/99	4	Hsap,Mmus,Xlae	Hsap__GeneID_6446,Mmus__GeneID_20393,Xlae__GeneID_399130,Xlae__GeneID_444618	0		unrooted split; no ancestry or duplication timing assigned
B0011	94.9/96	2	Hsap,Mmus	Hsap__GeneID_6446,Mmus__GeneID_20393	0		unrooted split; no ancestry or duplication timing assigned
B0012	95.1/100	2	Xlae	Xlae__GeneID_399130,Xlae__GeneID_444618	0		unrooted split; no ancestry or duplication timing assigned
B0013	100/100	5	Shae,Sjap,Sman	Shae__MS3_00002812,Sjap__EWB00_008632,Sjap__EWB00_008633,Sman__Smp_322170,Sman__Smp_336830	0		unrooted split; no ancestry or duplication timing assigned
B0014	28.7/52	2	Shae,Sjap	Shae__MS3_00002812,Sjap__EWB00_008633	0		unrooted split; no ancestry or duplication timing assigned
B0015	67.8/86	3	Sjap,Sman	Sjap__EWB00_008632,Sman__Smp_322170,Sman__Smp_336830	0		unrooted split; no ancestry or duplication timing assigned
B0016	0/55	2	Sjap,Sman	Sjap__EWB00_008632,Sman__Smp_322170	0		unrooted split; no ancestry or duplication timing assigned
