sequence_id	species	length	candidate
Cele__WBGene00005077	Cele	537	0
Dmel__GeneID_48973	Dmel	553	0
Hsap__GeneID_2268	Hsap	529	0
Hsap__GeneID_2534	Hsap	537	0
Hsap__GeneID_3055	Hsap	526	0
Hsap__GeneID_3932	Hsap	567	0
Hsap__GeneID_4067	Hsap	512	0
Hsap__GeneID_640	Hsap	531	0
Hsap__GeneID_6714	Hsap	562	0
Hsap__GeneID_7525	Hsap	543	0
Mmus__GeneID_12143	Mmus	499	0
Mmus__GeneID_14191	Mmus	517	0
Mmus__GeneID_14360	Mmus	576	0
Mmus__GeneID_15162	Mmus	524	0
Mmus__GeneID_16818	Mmus	520	0
Mmus__GeneID_17096	Mmus	512	0
Mmus__GeneID_20779	Mmus	552	0
Mmus__GeneID_22612	Mmus	541	0
Shae__MS3_00002771	Shae	565	1
Shae__MS3_00008738	Shae	904	1
Shae__MS3_00009264	Shae	572	1
Sjap__EWB00_004406	Sjap	557	1
Sjap__EWB00_007520	Sjap	867	1
Sjap__EWB00_007873	Sjap	565	1
Sman__Smp_006920	Sman	565	1
Sman__Smp_136300	Sman	652	1
Sman__Smp_172200	Sman	874	1
Sman__Smp_348670	Sman	565	1
Xlae__GeneID_100036955	Xlae	502	0
Xlae__GeneID_108695301	Xlae	508	0
Xlae__GeneID_108708097	Xlae	519	0
Xlae__GeneID_108708930	Xlae	503	0
Xlae__GeneID_108709526	Xlae	519	0
Xlae__GeneID_108717237	Xlae	497	0
Xlae__GeneID_373609	Xlae	537	0
Xlae__GeneID_373647	Xlae	541	0
Xlae__GeneID_373649	Xlae	508	0
Xlae__GeneID_379629	Xlae	537	0
Xlae__GeneID_379812	Xlae	537	0
Xlae__GeneID_380430	Xlae	541	0
Xlae__GeneID_734720	Xlae	537	0
