branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	98.6/64	33	Cele,Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Cele__WBGene00002280,Dmel__GeneID_33727,Hsap__GeneID_1282,Hsap__GeneID_1284,Hsap__GeneID_1285,Hsap__GeneID_1286,Hsap__GeneID_1287,Hsap__GeneID_1288,Mmus__GeneID_12826,Mmus__GeneID_12827,Mmus__GeneID_12828,Mmus__GeneID_12829,Mmus__GeneID_12830,Mmus__GeneID_94216,Shae__MS3_00000941,Shae__MS3_00001861,Shae__MS3_00010191,Sjap__EWB00_001102,Sjap__EWB00_006199,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_170340,Sman__Smp_213900,Sman__Smp_213910,Xlae__GeneID_108698394,Xlae__GeneID_108698395,Xlae__GeneID_108700098,Xlae__GeneID_108700099,Xlae__GeneID_108709738,Xlae__GeneID_108709739,Xlae__GeneID_373763,Xlae__GeneID_373764	242		unrooted split; no ancestry or duplication timing assigned
B0003	90.3/49	23	Cele,Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Cele__WBGene00002280,Dmel__GeneID_33727,Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288,Mmus__GeneID_12827,Mmus__GeneID_12829,Mmus__GeneID_94216,Shae__MS3_00000941,Shae__MS3_00001861,Shae__MS3_00010191,Sjap__EWB00_001102,Sjap__EWB00_006199,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_170340,Sman__Smp_213900,Sman__Smp_213910,Xlae__GeneID_108698394,Xlae__GeneID_108700099,Xlae__GeneID_108709738,Xlae__GeneID_373763	132		unrooted split; no ancestry or duplication timing assigned
B0004	87.1/36	12	Cele,Dmel,Hsap,Mmus,Xlae	Cele__WBGene00002280,Dmel__GeneID_33727,Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288,Mmus__GeneID_12827,Mmus__GeneID_12829,Mmus__GeneID_94216,Xlae__GeneID_108698394,Xlae__GeneID_108700099,Xlae__GeneID_108709738,Xlae__GeneID_373763	0		unrooted split; no ancestry or duplication timing assigned
B0005	83.7/43	2	Cele,Dmel	Cele__WBGene00002280,Dmel__GeneID_33727	0		unrooted split; no ancestry or duplication timing assigned
B0006	99.5/100	10	Hsap,Mmus,Xlae	Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288,Mmus__GeneID_12827,Mmus__GeneID_12829,Mmus__GeneID_94216,Xlae__GeneID_108698394,Xlae__GeneID_108700099,Xlae__GeneID_108709738,Xlae__GeneID_373763	0		unrooted split; no ancestry or duplication timing assigned
B0007	92.6/91	8	Hsap,Mmus,Xlae	Hsap__GeneID_1284,Hsap__GeneID_1288,Mmus__GeneID_12827,Mmus__GeneID_94216,Xlae__GeneID_108698394,Xlae__GeneID_108700099,Xlae__GeneID_108709738,Xlae__GeneID_373763	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_1284,Mmus__GeneID_12827,Xlae__GeneID_108709738,Xlae__GeneID_373763	0		unrooted split; no ancestry or duplication timing assigned
B0009	100/100	2	Hsap,Mmus	Hsap__GeneID_1284,Mmus__GeneID_12827	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	2	Xlae	Xlae__GeneID_108709738,Xlae__GeneID_373763	0		unrooted split; no ancestry or duplication timing assigned
B0011	99.7/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_1288,Mmus__GeneID_94216,Xlae__GeneID_108698394,Xlae__GeneID_108700099	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	2	Hsap,Mmus	Hsap__GeneID_1288,Mmus__GeneID_94216	0		unrooted split; no ancestry or duplication timing assigned
B0013	100/100	2	Xlae	Xlae__GeneID_108698394,Xlae__GeneID_108700099	0		unrooted split; no ancestry or duplication timing assigned
B0014	100/100	2	Hsap,Mmus	Hsap__GeneID_1286,Mmus__GeneID_12829	0		unrooted split; no ancestry or duplication timing assigned
B0015	99.9/100	11	Shae,Sjap,Sman	Shae__MS3_00000941,Shae__MS3_00001861,Shae__MS3_00010191,Sjap__EWB00_001102,Sjap__EWB00_006199,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_170340,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0016	42.8/68	8	Shae,Sjap,Sman	Shae__MS3_00000941,Shae__MS3_00001861,Sjap__EWB00_001102,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0017	100/100	3	Shae,Sjap,Sman	Shae__MS3_00000941,Sjap__EWB00_001102,Sman__Smp_159600	0		unrooted split; no ancestry or duplication timing assigned
B0018	92.3/95	2	Shae,Sman	Shae__MS3_00000941,Sman__Smp_159600	0		unrooted split; no ancestry or duplication timing assigned
B0019	95.8/95	5	Shae,Sjap,Sman	Shae__MS3_00001861,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0020	100/100	3	Shae,Sjap,Sman	Shae__MS3_00001861,Sjap__EWB00_006200,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0021	92.3/94	2	Shae,Sman	Shae__MS3_00001861,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0022	100/100	2	Sjap,Sman	Sjap__EWB00_006201,Sman__Smp_213900	0		unrooted split; no ancestry or duplication timing assigned
B0023	100/100	3	Shae,Sjap,Sman	Shae__MS3_00010191,Sjap__EWB00_006199,Sman__Smp_170340	0		unrooted split; no ancestry or duplication timing assigned
B0024	42.9/67	2	Shae,Sman	Shae__MS3_00010191,Sman__Smp_170340	0		unrooted split; no ancestry or duplication timing assigned
