branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	40.9/67	11	Dmel,Hsap,Mmus,Xlae	Dmel__GeneID_44801,Hsap__GeneID_5599,Hsap__GeneID_5601,Hsap__GeneID_5602,Mmus__GeneID_26414,Mmus__GeneID_26419,Mmus__GeneID_26420,Xlae__GeneID_108704101,Xlae__GeneID_108711504,Xlae__GeneID_379876,Xlae__GeneID_398499	0		unrooted split; no ancestry or duplication timing assigned
B0003	99.4/99	10	Hsap,Mmus,Xlae	Hsap__GeneID_5599,Hsap__GeneID_5601,Hsap__GeneID_5602,Mmus__GeneID_26414,Mmus__GeneID_26419,Mmus__GeneID_26420,Xlae__GeneID_108704101,Xlae__GeneID_108711504,Xlae__GeneID_379876,Xlae__GeneID_398499	0		unrooted split; no ancestry or duplication timing assigned
B0004	95.5/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_5599,Mmus__GeneID_26419,Xlae__GeneID_379876,Xlae__GeneID_398499	0		unrooted split; no ancestry or duplication timing assigned
B0005	0/92	2	Hsap,Mmus	Hsap__GeneID_5599,Mmus__GeneID_26419	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	2	Xlae	Xlae__GeneID_379876,Xlae__GeneID_398499	0		unrooted split; no ancestry or duplication timing assigned
B0007	91.8/81	6	Hsap,Mmus,Xlae	Hsap__GeneID_5601,Hsap__GeneID_5602,Mmus__GeneID_26414,Mmus__GeneID_26420,Xlae__GeneID_108704101,Xlae__GeneID_108711504	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	2	Hsap,Mmus	Hsap__GeneID_5601,Mmus__GeneID_26420	0		unrooted split; no ancestry or duplication timing assigned
B0009	67.1/68	4	Hsap,Mmus,Xlae	Hsap__GeneID_5602,Mmus__GeneID_26414,Xlae__GeneID_108704101,Xlae__GeneID_108711504	0		unrooted split; no ancestry or duplication timing assigned
B0010	92.8/100	2	Hsap,Mmus	Hsap__GeneID_5602,Mmus__GeneID_26414	0		unrooted split; no ancestry or duplication timing assigned
B0011	0/69	2	Xlae	Xlae__GeneID_108704101,Xlae__GeneID_108711504	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	2	Sjap,Sman	Sjap__EWB00_007519,Sman__Smp_172240	0		unrooted split; no ancestry or duplication timing assigned
