branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	2.7/41	11	Hsap,Mmus,Shae,Sjap,Sman,Xlae	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_55679,Hsap__GeneID_96626,Mmus__GeneID_110829,Mmus__GeneID_225341,Shae__MS3_00001825,Sjap__EWB00_009541,Sman__Smp_165070,Xlae__GeneID_432196,Xlae__GeneID_444502	24		unrooted split; no ancestry or duplication timing assigned
B0003	100/100	8	Hsap,Mmus,Xlae	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_55679,Hsap__GeneID_96626,Mmus__GeneID_110829,Mmus__GeneID_225341,Xlae__GeneID_432196,Xlae__GeneID_444502	0		unrooted split; no ancestry or duplication timing assigned
B0004	96.3/100	6	Hsap,Mmus,Xlae	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_96626,Mmus__GeneID_110829,Xlae__GeneID_432196,Xlae__GeneID_444502	0		unrooted split; no ancestry or duplication timing assigned
B0005	99.7/100	5	Hsap,Mmus,Xlae	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_96626,Mmus__GeneID_110829,Xlae__GeneID_432196	0		unrooted split; no ancestry or duplication timing assigned
B0006	99.4/100	4	Hsap,Mmus	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_96626,Mmus__GeneID_110829	0		unrooted split; no ancestry or duplication timing assigned
B0007	90/100	3	Hsap	Hsap__GeneID_100288695,Hsap__GeneID_3987,Hsap__GeneID_96626	0		unrooted split; no ancestry or duplication timing assigned
B0008	94.5/98	2	Hsap	Hsap__GeneID_100288695,Hsap__GeneID_96626	0		unrooted split; no ancestry or duplication timing assigned
B0009	87.7/85	2	Hsap,Mmus	Hsap__GeneID_55679,Mmus__GeneID_225341	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00001825,Sjap__EWB00_009541,Sman__Smp_165070	0		unrooted split; no ancestry or duplication timing assigned
B0011	16.5/48	2	Sjap,Sman	Sjap__EWB00_009541,Sman__Smp_165070	0		unrooted split; no ancestry or duplication timing assigned
