sequence_id	species	length	candidate
Cele__WBGene00001132	Cele	1424	0
Cele__WBGene00004112	Cele	1165	0
Cele__WBGene00014262	Cele	429	0
Dmel__GeneID_246501	Dmel	187	0
Dmel__GeneID_326182	Dmel	178	0
Dmel__GeneID_32656	Dmel	179	0
Dmel__GeneID_35393	Dmel	178	0
Dmel__GeneID_36740	Dmel	2194	0
Hsap__GeneID_10611	Hsap	625	0
Hsap__GeneID_11155	Hsap	732	0
Hsap__GeneID_9260	Hsap	457	0
Mmus__GeneID_24131	Mmus	723	0
Mmus__GeneID_56376	Mmus	734	0
Mmus__GeneID_67399	Mmus	457	0
Shae__MS3_00006333	Shae	412	1
Sjap__EWB00_008747	Sjap	408	1
Sman__Smp_157310	Sman	412	1
Xlae__GeneID_100101292	Xlae	890	0
Xlae__GeneID_108696280	Xlae	784	0
Xlae__GeneID_108710972	Xlae	421	0
Xlae__GeneID_379929	Xlae	816	0
Xlae__GeneID_447619	Xlae	589	0
