branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	97.5/90	7	Hsap,Shae,Sjap,Sman	Hsap__GeneID_5592,Shae__MS3_00004279,Shae__MS3_00008685,Sjap__EWB00_000320,Sjap__EWB00_005435,Sman__Smp_078230,Sman__Smp_168670	3		unrooted split; no ancestry or duplication timing assigned
B0003	88.9/81	6	Shae,Sjap,Sman	Shae__MS3_00004279,Shae__MS3_00008685,Sjap__EWB00_000320,Sjap__EWB00_005435,Sman__Smp_078230,Sman__Smp_168670	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	3	Shae,Sjap,Sman	Shae__MS3_00004279,Sjap__EWB00_005435,Sman__Smp_168670	0		unrooted split; no ancestry or duplication timing assigned
B0005	96/100	2	Shae,Sman	Shae__MS3_00004279,Sman__Smp_168670	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	3	Shae,Sjap,Sman	Shae__MS3_00008685,Sjap__EWB00_000320,Sman__Smp_078230	0		unrooted split; no ancestry or duplication timing assigned
B0007	95.5/94	2	Shae,Sman	Shae__MS3_00008685,Sman__Smp_078230	0		unrooted split; no ancestry or duplication timing assigned
B0008	78.2/66	7	Hsap,Shae,Sjap,Sman	Hsap__GeneID_5593,Shae__MS3_00004405,Shae__MS3_00008757,Sjap__EWB00_006936,Sjap__EWB00_008484,Sman__Smp_123290,Sman__Smp_151100	1		unrooted split; no ancestry or duplication timing assigned
B0009	98.9/100	6	Shae,Sjap,Sman	Shae__MS3_00004405,Shae__MS3_00008757,Sjap__EWB00_006936,Sjap__EWB00_008484,Sman__Smp_123290,Sman__Smp_151100	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00004405,Sjap__EWB00_008484,Sman__Smp_151100	0		unrooted split; no ancestry or duplication timing assigned
B0011	98.5/100	2	Shae,Sman	Shae__MS3_00004405,Sman__Smp_151100	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	3	Shae,Sjap,Sman	Shae__MS3_00008757,Sjap__EWB00_006936,Sman__Smp_123290	0		unrooted split; no ancestry or duplication timing assigned
B0013	88.9/95	2	Shae,Sman	Shae__MS3_00008757,Sman__Smp_123290	0		unrooted split; no ancestry or duplication timing assigned
