branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	99.8/58	10	Hsap,Shae,Sjap,Sman	Hsap__GeneID_1278,Shae__MS3_00005611,Shae__MS3_00007363,Shae__MS3_00007701,Sjap__EWB00_007395,Sjap__EWB00_008239,Sjap__EWB00_010448,Sman__Smp_135560,Sman__Smp_164590,Sman__Smp_343740	9		unrooted split; no ancestry or duplication timing assigned
B0003	100/100	9	Shae,Sjap,Sman	Shae__MS3_00005611,Shae__MS3_00007363,Shae__MS3_00007701,Sjap__EWB00_007395,Sjap__EWB00_008239,Sjap__EWB00_010448,Sman__Smp_135560,Sman__Smp_164590,Sman__Smp_343740	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	3	Shae,Sjap,Sman	Shae__MS3_00005611,Sjap__EWB00_010448,Sman__Smp_164590	0		unrooted split; no ancestry or duplication timing assigned
B0005	56/61	2	Shae,Sjap	Shae__MS3_00005611,Sjap__EWB00_010448	0		unrooted split; no ancestry or duplication timing assigned
B0006	95/91	6	Shae,Sjap,Sman	Shae__MS3_00007363,Shae__MS3_00007701,Sjap__EWB00_007395,Sjap__EWB00_008239,Sman__Smp_135560,Sman__Smp_343740	0		unrooted split; no ancestry or duplication timing assigned
B0007	100/100	3	Shae,Sjap,Sman	Shae__MS3_00007363,Sjap__EWB00_007395,Sman__Smp_343740	0		unrooted split; no ancestry or duplication timing assigned
B0008	78.6/89	2	Sjap,Sman	Sjap__EWB00_007395,Sman__Smp_343740	0		unrooted split; no ancestry or duplication timing assigned
B0009	100/100	3	Shae,Sjap,Sman	Shae__MS3_00007701,Sjap__EWB00_008239,Sman__Smp_135560	0		unrooted split; no ancestry or duplication timing assigned
B0010	57.5/64	2	Sjap,Sman	Sjap__EWB00_008239,Sman__Smp_135560	0		unrooted split; no ancestry or duplication timing assigned
B0011	49.1/37	3	Hsap	Hsap__GeneID_1280,Hsap__GeneID_1281,Hsap__GeneID_1290	0		unrooted split; no ancestry or duplication timing assigned
B0012	55.4/49	2	Hsap	Hsap__GeneID_1280,Hsap__GeneID_1290	0		unrooted split; no ancestry or duplication timing assigned
