branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	98.7/100	34	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00010636,Cele__WBGene00011918,Cele__WBGene00015026,Cele__WBGene00015331,Cele__WBGene00015929,Cele__WBGene00016382,Cele__WBGene00018124,Cele__WBGene00018525,Cele__WBGene00018526,Cele__WBGene00018530,Cele__WBGene00018531,Cele__WBGene00020116,Cele__WBGene00020117,Cele__WBGene00020841,Cele__WBGene00021435,Cele__WBGene00021702,Cele__WBGene00022110,Cele__WBGene00022709,Cele__WBGene00022753,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	87		unrooted split; no ancestry or duplication timing assigned
B0003	100/100	31	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Cele__WBGene00015026,Cele__WBGene00015331,Cele__WBGene00015929,Cele__WBGene00018124,Cele__WBGene00018525,Cele__WBGene00018526,Cele__WBGene00018530,Cele__WBGene00018531,Cele__WBGene00020116,Cele__WBGene00020117,Cele__WBGene00020841,Cele__WBGene00021435,Cele__WBGene00021702,Cele__WBGene00022110,Cele__WBGene00022709,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	75		unrooted split; no ancestry or duplication timing assigned
B0004	79.3/70	28	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Cele__WBGene00015026,Cele__WBGene00018525,Cele__WBGene00018526,Cele__WBGene00018530,Cele__WBGene00018531,Cele__WBGene00020116,Cele__WBGene00020117,Cele__WBGene00020841,Cele__WBGene00021435,Cele__WBGene00021702,Cele__WBGene00022110,Cele__WBGene00022709,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	63		unrooted split; no ancestry or duplication timing assigned
B0005	87.3/53	22	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Cele__WBGene00015026,Cele__WBGene00020841,Cele__WBGene00021435,Cele__WBGene00021702,Cele__WBGene00022110,Cele__WBGene00022709,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	39		unrooted split; no ancestry or duplication timing assigned
B0006	67.8/35	19	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Cele__WBGene00020841,Cele__WBGene00021435,Cele__WBGene00021702,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	27		unrooted split; no ancestry or duplication timing assigned
B0007	73/37	17	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Cele__WBGene00020841,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	19		unrooted split; no ancestry or duplication timing assigned
B0008	40.3/34	16	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00009492,Cele__WBGene00011918,Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	15		unrooted split; no ancestry or duplication timing assigned
B0009	96.9/95	2	Cele	Cele__WBGene00009492,Cele__WBGene00011918	0		unrooted split; no ancestry or duplication timing assigned
B0010	98/99	14	Hsap,Shae,Sjap,Sman	Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00009604,Shae__MS3_00011141,Sjap__EWB00_004785,Sjap__EWB00_008528,Sman__Smp_139930,Sman__Smp_343720	7		unrooted split; no ancestry or duplication timing assigned
B0011	92.1/81	11	Hsap,Shae,Sjap,Sman	Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5780,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00011141,Sjap__EWB00_008528,Sman__Smp_139930	7		unrooted split; no ancestry or duplication timing assigned
B0012	72.9/53	10	Hsap,Shae,Sjap,Sman	Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5770,Hsap__GeneID_5771,Hsap__GeneID_5782,Shae__MS3_00003183,Shae__MS3_00011141,Sjap__EWB00_008528,Sman__Smp_139930	7		unrooted split; no ancestry or duplication timing assigned
B0013	94.1/72	5	Hsap,Shae	Hsap__GeneID_26095,Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5782,Shae__MS3_00011141	1		unrooted split; no ancestry or duplication timing assigned
B0014	3.4/48	2	Hsap,Shae	Hsap__GeneID_26095,Shae__MS3_00011141	1		unrooted split; no ancestry or duplication timing assigned
B0015	98.5/100	3	Hsap	Hsap__GeneID_26191,Hsap__GeneID_26469,Hsap__GeneID_5782	0		unrooted split; no ancestry or duplication timing assigned
B0016	95.8/98	2	Hsap	Hsap__GeneID_26191,Hsap__GeneID_5782	0		unrooted split; no ancestry or duplication timing assigned
B0017	99.5/100	5	Hsap,Shae,Sjap,Sman	Hsap__GeneID_5770,Hsap__GeneID_5771,Shae__MS3_00003183,Sjap__EWB00_008528,Sman__Smp_139930	6		unrooted split; no ancestry or duplication timing assigned
B0018	97.7/100	2	Hsap	Hsap__GeneID_5770,Hsap__GeneID_5771	0		unrooted split; no ancestry or duplication timing assigned
B0019	99.2/100	3	Shae,Sjap,Sman	Shae__MS3_00003183,Sjap__EWB00_008528,Sman__Smp_139930	0		unrooted split; no ancestry or duplication timing assigned
B0020	90.4/100	2	Shae,Sman	Shae__MS3_00003183,Sman__Smp_139930	0		unrooted split; no ancestry or duplication timing assigned
B0021	100/100	3	Shae,Sjap,Sman	Shae__MS3_00009604,Sjap__EWB00_004785,Sman__Smp_343720	0		unrooted split; no ancestry or duplication timing assigned
B0022	59.2/96	2	Shae,Sman	Shae__MS3_00009604,Sman__Smp_343720	0		unrooted split; no ancestry or duplication timing assigned
B0023	100/100	2	Cele	Cele__WBGene00021435,Cele__WBGene00021702	0		unrooted split; no ancestry or duplication timing assigned
B0024	99.3/98	3	Cele	Cele__WBGene00015026,Cele__WBGene00022110,Cele__WBGene00022709	0		unrooted split; no ancestry or duplication timing assigned
B0025	92.4/99	2	Cele	Cele__WBGene00015026,Cele__WBGene00022709	0		unrooted split; no ancestry or duplication timing assigned
B0026	27.7/36	6	Cele	Cele__WBGene00018525,Cele__WBGene00018526,Cele__WBGene00018530,Cele__WBGene00018531,Cele__WBGene00020116,Cele__WBGene00020117	0		unrooted split; no ancestry or duplication timing assigned
B0027	100/100	2	Cele	Cele__WBGene00018525,Cele__WBGene00018530	0		unrooted split; no ancestry or duplication timing assigned
B0028	89.3/62	4	Cele	Cele__WBGene00018526,Cele__WBGene00018531,Cele__WBGene00020116,Cele__WBGene00020117	0		unrooted split; no ancestry or duplication timing assigned
B0029	86.5/100	2	Cele	Cele__WBGene00018526,Cele__WBGene00018531	0		unrooted split; no ancestry or duplication timing assigned
