branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	86.3/91	22	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00000064,Cele__WBGene00000066,Hsap__GeneID_105375817,Hsap__GeneID_58,Hsap__GeneID_59,Hsap__GeneID_70,Hsap__GeneID_72,Shae__MS3_00004525,Shae__MS3_00008660,Shae__MS3_00008661,Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_002502,Sjap__EWB00_004876,Sjap__EWB00_004878,Sjap__EWB00_007517,Sman__Smp_183710,Sman__Smp_202970,Sman__Smp_203130,Sman__Smp_306600,Sman__Smp_307010,Sman__Smp_307020	105		unrooted split; no ancestry or duplication timing assigned
B0003	76.3/73	21	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00000064,Hsap__GeneID_105375817,Hsap__GeneID_58,Hsap__GeneID_59,Hsap__GeneID_70,Hsap__GeneID_72,Shae__MS3_00004525,Shae__MS3_00008660,Shae__MS3_00008661,Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_002502,Sjap__EWB00_004876,Sjap__EWB00_004878,Sjap__EWB00_007517,Sman__Smp_183710,Sman__Smp_202970,Sman__Smp_203130,Sman__Smp_306600,Sman__Smp_307010,Sman__Smp_307020	90		unrooted split; no ancestry or duplication timing assigned
B0004	79.1/89	20	Hsap,Shae,Sjap,Sman	Hsap__GeneID_105375817,Hsap__GeneID_58,Hsap__GeneID_59,Hsap__GeneID_70,Hsap__GeneID_72,Shae__MS3_00004525,Shae__MS3_00008660,Shae__MS3_00008661,Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_002502,Sjap__EWB00_004876,Sjap__EWB00_004878,Sjap__EWB00_007517,Sman__Smp_183710,Sman__Smp_202970,Sman__Smp_203130,Sman__Smp_306600,Sman__Smp_307010,Sman__Smp_307020	75		unrooted split; no ancestry or duplication timing assigned
B0005	99.9/81	5	Hsap	Hsap__GeneID_105375817,Hsap__GeneID_58,Hsap__GeneID_59,Hsap__GeneID_70,Hsap__GeneID_72	0		unrooted split; no ancestry or duplication timing assigned
B0006	0/24	3	Hsap	Hsap__GeneID_105375817,Hsap__GeneID_58,Hsap__GeneID_70	0		unrooted split; no ancestry or duplication timing assigned
B0007	0/69	2	Hsap	Hsap__GeneID_58,Hsap__GeneID_70	0		unrooted split; no ancestry or duplication timing assigned
B0008	77.2/59	2	Hsap	Hsap__GeneID_59,Hsap__GeneID_72	0		unrooted split; no ancestry or duplication timing assigned
B0009	91/81	15	Shae,Sjap,Sman	Shae__MS3_00004525,Shae__MS3_00008660,Shae__MS3_00008661,Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_002502,Sjap__EWB00_004876,Sjap__EWB00_004878,Sjap__EWB00_007517,Sman__Smp_183710,Sman__Smp_202970,Sman__Smp_203130,Sman__Smp_306600,Sman__Smp_307010,Sman__Smp_307020	0		unrooted split; no ancestry or duplication timing assigned
B0010	96.4/100	4	Shae,Sjap,Sman	Shae__MS3_00004525,Sjap__EWB00_002502,Sman__Smp_307010,Sman__Smp_307020	0		unrooted split; no ancestry or duplication timing assigned
B0011	0/25	3	Shae,Sman	Shae__MS3_00004525,Sman__Smp_307010,Sman__Smp_307020	0		unrooted split; no ancestry or duplication timing assigned
B0012	0/40	2	Shae,Sman	Shae__MS3_00004525,Sman__Smp_307010	0		unrooted split; no ancestry or duplication timing assigned
B0013	86.4/72	11	Shae,Sjap,Sman	Shae__MS3_00008660,Shae__MS3_00008661,Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_004876,Sjap__EWB00_004878,Sjap__EWB00_007517,Sman__Smp_183710,Sman__Smp_202970,Sman__Smp_203130,Sman__Smp_306600	0		unrooted split; no ancestry or duplication timing assigned
B0014	76.6/62	6	Shae,Sjap,Sman	Shae__MS3_00008660,Shae__MS3_00008661,Sjap__EWB00_004876,Sjap__EWB00_004878,Sman__Smp_183710,Sman__Smp_306600	0		unrooted split; no ancestry or duplication timing assigned
B0015	0/28	5	Shae,Sjap,Sman	Shae__MS3_00008660,Shae__MS3_00008661,Sjap__EWB00_004878,Sman__Smp_183710,Sman__Smp_306600	0		unrooted split; no ancestry or duplication timing assigned
B0016	61.1/47	4	Shae,Sman	Shae__MS3_00008660,Shae__MS3_00008661,Sman__Smp_183710,Sman__Smp_306600	0		unrooted split; no ancestry or duplication timing assigned
B0017	95.6/93	3	Shae,Sman	Shae__MS3_00008660,Sman__Smp_183710,Sman__Smp_306600	0		unrooted split; no ancestry or duplication timing assigned
B0018	89/86	2	Shae,Sman	Shae__MS3_00008660,Sman__Smp_183710	0		unrooted split; no ancestry or duplication timing assigned
B0019	100/95	5	Shae,Sjap,Sman	Shae__MS3_00008744,Shae__MS3_00008746,Sjap__EWB00_007517,Sman__Smp_202970,Sman__Smp_203130	0		unrooted split; no ancestry or duplication timing assigned
B0020	71.6/56	3	Shae,Sjap,Sman	Shae__MS3_00008744,Sjap__EWB00_007517,Sman__Smp_203130	0		unrooted split; no ancestry or duplication timing assigned
B0021	0/42	2	Sjap,Sman	Sjap__EWB00_007517,Sman__Smp_203130	0		unrooted split; no ancestry or duplication timing assigned
B0022	94.2/90	2	Shae,Sman	Shae__MS3_00008746,Sman__Smp_202970	0		unrooted split; no ancestry or duplication timing assigned
