sequence_id	species	length	candidate
Cele__WBGene00001978	Cele	930	0
Dmel__GeneID_40517	Dmel	917	0
Hsap__GeneID_1495	Hsap	906	0
Hsap__GeneID_1496	Hsap	953	0
Hsap__GeneID_29119	Hsap	970	0
Mmus__GeneID_12385	Mmus	906	0
Mmus__GeneID_12386	Mmus	953	0
Mmus__GeneID_216033	Mmus	895	0
Shae__MS3_00007343	Shae	965	1
Sjap__EWB00_001225	Sjap	952	1
Sman__Smp_130900	Sman	927	1
Xlae__GeneID_108706501	Xlae	966	0
Xlae__GeneID_108710831	Xlae	904	0
Xlae__GeneID_399303	Xlae	903	0
Xlae__GeneID_444710	Xlae	966	0
