sequence_id	species	length	candidate
Cele__WBGene00000553	Cele	348	0
Cele__WBGene00012328	Cele	291	0
Cele__WBGene00012332	Cele	450	0
Cele__WBGene00017860	Cele	159	0
Dmel__GeneID_43792	Dmel	405	0
Hsap__GeneID_139728	Hsap	426	0
Hsap__GeneID_149069	Hsap	349	0
Hsap__GeneID_51473	Hsap	476	0
Hsap__GeneID_57118	Hsap	385	0
Hsap__GeneID_6101	Hsap	2156	0
Hsap__GeneID_728597	Hsap	373	0
Hsap__GeneID_8536	Hsap	413	0
Mmus__GeneID_100504491	Mmus	341	0
Mmus__GeneID_195208	Mmus	489	0
Mmus__GeneID_19888	Mmus	2095	0
Mmus__GeneID_227541	Mmus	385	0
Mmus__GeneID_52163	Mmus	374	0
Mmus__GeneID_68511	Mmus	380	0
Mmus__GeneID_93843	Mmus	343	0
Shae__MS3_00006308	Shae	422	1
Shae__MS3_00010248	Shae	135	0
Sjap__EWB00_004886	Sjap	235	0
Sjap__EWB00_008724	Sjap	420	1
Sman__Smp_065290	Sman	422	1
Sman__Smp_303330	Sman	225	0
Xlae__GeneID_100381138	Xlae	389	0
Xlae__GeneID_108699989	Xlae	337	0
Xlae__GeneID_108720125	Xlae	483	0
Xlae__GeneID_379332	Xlae	486	0
Xlae__GeneID_379971	Xlae	378	0
Xlae__GeneID_398402	Xlae	382	0
Xlae__GeneID_398621	Xlae	337	0
Xlae__GeneID_399357	Xlae	395	0
Xlae__GeneID_444524	Xlae	395	0
Xlae__GeneID_447052	Xlae	277	0
