sequence_id	species	length	candidate
Cele__WBGene00001263	Cele	1759	0
Cele__WBGene00002280	Cele	1759	0
Dmel__GeneID_33726	Dmel	1940	0
Dmel__GeneID_33727	Dmel	1779	0
Hsap__GeneID_1282	Hsap	1669	0
Hsap__GeneID_1284	Hsap	1712	0
Hsap__GeneID_1285	Hsap	1670	0
Hsap__GeneID_1286	Hsap	1690	0
Hsap__GeneID_1287	Hsap	1696	0
Hsap__GeneID_1288	Hsap	1708	0
Mmus__GeneID_12826	Mmus	1669	0
Mmus__GeneID_12827	Mmus	1707	0
Mmus__GeneID_12828	Mmus	1669	0
Mmus__GeneID_12829	Mmus	1682	0
Mmus__GeneID_12830	Mmus	1691	0
Mmus__GeneID_94216	Mmus	1691	0
Shae__MS3_00000941	Shae	1764	1
Shae__MS3_00001861	Shae	1777	1
Shae__MS3_00010191	Shae	1780	1
Sjap__EWB00_001102	Sjap	1762	1
Sjap__EWB00_006199	Sjap	1769	1
Sjap__EWB00_006200	Sjap	1777	1
Sjap__EWB00_006201	Sjap	1658	1
Sman__Smp_159600	Sman	1761	1
Sman__Smp_170340	Sman	1780	1
Sman__Smp_213900	Sman	1791	1
Sman__Smp_213910	Sman	1777	1
Xlae__GeneID_108698394	Xlae	1710	0
Xlae__GeneID_108698395	Xlae	1694	0
Xlae__GeneID_108700098	Xlae	1688	0
Xlae__GeneID_108700099	Xlae	912	0
Xlae__GeneID_108709738	Xlae	1723	0
Xlae__GeneID_108709739	Xlae	1669	0
Xlae__GeneID_373763	Xlae	1723	0
Xlae__GeneID_373764	Xlae	1669	0
