sequence_id	species	length	candidate
Cele__WBGene00006868	Cele	1117	0
Dmel__GeneID_43803	Dmel	1096	0
Hsap__GeneID_1969	Hsap	976	0
Hsap__GeneID_2041	Hsap	976	0
Hsap__GeneID_2042	Hsap	983	0
Hsap__GeneID_2043	Hsap	986	0
Hsap__GeneID_2044	Hsap	1038	0
Hsap__GeneID_2045	Hsap	998	0
Hsap__GeneID_2046	Hsap	1005	0
Hsap__GeneID_2047	Hsap	984	0
Hsap__GeneID_2048	Hsap	1055	0
Hsap__GeneID_2049	Hsap	998	0
Hsap__GeneID_2050	Hsap	1005	0
Hsap__GeneID_2051	Hsap	1022	0
Hsap__GeneID_284656	Hsap	1008	0
Hsap__GeneID_285220	Hsap	1146	0
Mmus__GeneID_13835	Mmus	977	0
Mmus__GeneID_13836	Mmus	977	0
Mmus__GeneID_13837	Mmus	984	0
Mmus__GeneID_13838	Mmus	986	0
Mmus__GeneID_13839	Mmus	1040	0
Mmus__GeneID_13840	Mmus	1130	0
Mmus__GeneID_13841	Mmus	998	0
Mmus__GeneID_13842	Mmus	1004	0
Mmus__GeneID_13844	Mmus	988	0
Mmus__GeneID_13845	Mmus	993	0
Mmus__GeneID_13846	Mmus	996	0
Mmus__GeneID_13848	Mmus	1014	0
Mmus__GeneID_230735	Mmus	1007	0
Mmus__GeneID_270190	Mmus	984	0
Shae__MS3_00001438	Shae	1311	0
Sjap__EWB00_008162	Sjap	548	1
Sjap__EWB00_008163	Sjap	761	0
Sman__Smp_139480	Sman	1266	0
Xlae__GeneID_100191023	Xlae	980	0
Xlae__GeneID_100191024	Xlae	1014	0
Xlae__GeneID_108695684	Xlae	978	0
Xlae__GeneID_108697272	Xlae	1040	0
Xlae__GeneID_108697840	Xlae	979	0
Xlae__GeneID_108704562	Xlae	1030	0
Xlae__GeneID_108705066	Xlae	1007	0
Xlae__GeneID_108707429	Xlae	1008	0
Xlae__GeneID_108707501	Xlae	776	0
Xlae__GeneID_108707897	Xlae	984	0
Xlae__GeneID_108708233	Xlae	315	0
Xlae__GeneID_108708862	Xlae	1008	0
Xlae__GeneID_108709206	Xlae	984	0
Xlae__GeneID_108709572	Xlae	983	0
Xlae__GeneID_108711356	Xlae	1047	0
Xlae__GeneID_108716868	Xlae	1053	0
Xlae__GeneID_108717147	Xlae	986	0
Xlae__GeneID_108717159	Xlae	1019	0
Xlae__GeneID_108717965	Xlae	1056	0
Xlae__GeneID_108718198	Xlae	1003	0
Xlae__GeneID_108718221	Xlae	1019	0
Xlae__GeneID_121401677	Xlae	960	0
Xlae__GeneID_378530	Xlae	979	0
Xlae__GeneID_379148	Xlae	986	0
Xlae__GeneID_394370	Xlae	977	0
Xlae__GeneID_398362	Xlae	982	0
Xlae__GeneID_734241	Xlae	974	0
Xlae__GeneID_779062	Xlae	986	0
Xlae__GeneID_779117	Xlae	974	0
