branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	73.8/42	11	Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Dmel__GeneID_44111,Hsap__GeneID_4294,Hsap__GeneID_4296,Hsap__GeneID_84451,Mmus__GeneID_234878,Mmus__GeneID_26403,Mmus__GeneID_269881,Shae__MS3_00004145,Sjap__EWB00_007640,Sman__Smp_176580,Xlae__GeneID_398612	8		unrooted split; no ancestry or duplication timing assigned
B0003	55.5/31	7	Dmel,Hsap,Mmus,Shae,Sjap,Sman,Xlae	Dmel__GeneID_44111,Hsap__GeneID_4294,Mmus__GeneID_269881,Shae__MS3_00004145,Sjap__EWB00_007640,Sman__Smp_176580,Xlae__GeneID_398612	4		unrooted split; no ancestry or duplication timing assigned
B0004	83.5/38	4	Dmel,Shae,Sjap,Sman	Dmel__GeneID_44111,Shae__MS3_00004145,Sjap__EWB00_007640,Sman__Smp_176580	1		unrooted split; no ancestry or duplication timing assigned
B0005	100/100	3	Shae,Sjap,Sman	Shae__MS3_00004145,Sjap__EWB00_007640,Sman__Smp_176580	0		unrooted split; no ancestry or duplication timing assigned
B0006	47/89	2	Shae,Sman	Shae__MS3_00004145,Sman__Smp_176580	0		unrooted split; no ancestry or duplication timing assigned
B0007	84.7/74	3	Hsap,Mmus,Xlae	Hsap__GeneID_4294,Mmus__GeneID_269881,Xlae__GeneID_398612	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/99	2	Hsap,Mmus	Hsap__GeneID_4294,Mmus__GeneID_269881	0		unrooted split; no ancestry or duplication timing assigned
B0009	95.5/81	4	Hsap,Mmus	Hsap__GeneID_4296,Hsap__GeneID_84451,Mmus__GeneID_234878,Mmus__GeneID_26403	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	2	Hsap,Mmus	Hsap__GeneID_4296,Mmus__GeneID_26403	0		unrooted split; no ancestry or duplication timing assigned
B0011	100/100	2	Hsap,Mmus	Hsap__GeneID_84451,Mmus__GeneID_234878	0		unrooted split; no ancestry or duplication timing assigned
B0012	71.2/74	4	Hsap,Mmus,Xlae	Hsap__GeneID_4293,Mmus__GeneID_338372,Xlae__GeneID_100381159,Xlae__GeneID_108699730	0		unrooted split; no ancestry or duplication timing assigned
B0013	99.2/99	2	Hsap,Mmus	Hsap__GeneID_4293,Mmus__GeneID_338372	0		unrooted split; no ancestry or duplication timing assigned
B0014	100/80	2	Xlae	Xlae__GeneID_100381159,Xlae__GeneID_108699730	0		unrooted split; no ancestry or duplication timing assigned
