branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	36.2/42	13	Hsap,Shae,Sjap,Sman	Hsap__GeneID_10752,Hsap__GeneID_1272,Hsap__GeneID_152330,Hsap__GeneID_23114,Hsap__GeneID_27255,Hsap__GeneID_3897,Hsap__GeneID_4897,Hsap__GeneID_5067,Hsap__GeneID_53942,Hsap__GeneID_6900,Shae__MS3_00003925,Sjap__EWB00_009360,Sman__Smp_176350	18		unrooted split; no ancestry or duplication timing assigned
B0003	100/99	4	Hsap	Hsap__GeneID_10752,Hsap__GeneID_23114,Hsap__GeneID_3897,Hsap__GeneID_4897	0		unrooted split; no ancestry or duplication timing assigned
B0004	17.4/53	2	Hsap	Hsap__GeneID_10752,Hsap__GeneID_3897	0		unrooted split; no ancestry or duplication timing assigned
B0005	99.6/100	2	Hsap	Hsap__GeneID_23114,Hsap__GeneID_4897	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/98	9	Hsap,Shae,Sjap,Sman	Hsap__GeneID_1272,Hsap__GeneID_152330,Hsap__GeneID_27255,Hsap__GeneID_5067,Hsap__GeneID_53942,Hsap__GeneID_6900,Shae__MS3_00003925,Sjap__EWB00_009360,Sman__Smp_176350	18		unrooted split; no ancestry or duplication timing assigned
B0007	99.9/100	6	Hsap	Hsap__GeneID_1272,Hsap__GeneID_152330,Hsap__GeneID_27255,Hsap__GeneID_5067,Hsap__GeneID_53942,Hsap__GeneID_6900	0		unrooted split; no ancestry or duplication timing assigned
B0008	99.7/100	2	Hsap	Hsap__GeneID_1272,Hsap__GeneID_6900	0		unrooted split; no ancestry or duplication timing assigned
B0009	98.9/100	4	Hsap	Hsap__GeneID_152330,Hsap__GeneID_27255,Hsap__GeneID_5067,Hsap__GeneID_53942	0		unrooted split; no ancestry or duplication timing assigned
B0010	99.9/100	3	Hsap	Hsap__GeneID_152330,Hsap__GeneID_27255,Hsap__GeneID_5067	0		unrooted split; no ancestry or duplication timing assigned
B0011	66.3/64	2	Hsap	Hsap__GeneID_152330,Hsap__GeneID_27255	0		unrooted split; no ancestry or duplication timing assigned
B0012	100/100	3	Shae,Sjap,Sman	Shae__MS3_00003925,Sjap__EWB00_009360,Sman__Smp_176350	0		unrooted split; no ancestry or duplication timing assigned
B0013	61.5/63	2	Shae,Sman	Shae__MS3_00003925,Sman__Smp_176350	0		unrooted split; no ancestry or duplication timing assigned
B0014	85.5/70	7	Hsap,Shae,Sjap,Sman	Hsap__GeneID_149095,Shae__MS3_00010198,Shae__MS3_00011072,Sjap__EWB00_006149,Sjap__EWB00_006911,Sman__Smp_001900,Sman__Smp_148020	4		unrooted split; no ancestry or duplication timing assigned
B0015	75.8/91	6	Shae,Sjap,Sman	Shae__MS3_00010198,Shae__MS3_00011072,Sjap__EWB00_006149,Sjap__EWB00_006911,Sman__Smp_001900,Sman__Smp_148020	0		unrooted split; no ancestry or duplication timing assigned
B0016	100/100	3	Shae,Sjap,Sman	Shae__MS3_00010198,Sjap__EWB00_006149,Sman__Smp_148020	0		unrooted split; no ancestry or duplication timing assigned
B0017	94.4/98	2	Shae,Sman	Shae__MS3_00010198,Sman__Smp_148020	0		unrooted split; no ancestry or duplication timing assigned
B0018	100/100	3	Shae,Sjap,Sman	Shae__MS3_00011072,Sjap__EWB00_006911,Sman__Smp_001900	0		unrooted split; no ancestry or duplication timing assigned
B0019	99.6/100	2	Shae,Sman	Shae__MS3_00011072,Sman__Smp_001900	0		unrooted split; no ancestry or duplication timing assigned
