sequence_id	species	length	candidate
Cele__WBGene00006836	Cele	720	0
Dmel__GeneID_38488	Dmel	708	0
Dmel__GeneID_39907	Dmel	715	0
Hsap__GeneID_10979	Hsap	706	0
Hsap__GeneID_55612	Hsap	677	0
Hsap__GeneID_83706	Hsap	667	0
Mmus__GeneID_108101	Mmus	665	0
Mmus__GeneID_218952	Mmus	706	0
Mmus__GeneID_241639	Mmus	677	0
Shae__MS3_00003235	Shae	852	1
Sjap__EWB00_002103	Sjap	852	1
Sman__Smp_053420	Sman	854	1
Xlae__GeneID_100049120	Xlae	749	0
Xlae__GeneID_108713911	Xlae	660	0
Xlae__GeneID_379119	Xlae	675	0
Xlae__GeneID_446790	Xlae	698	0
Xlae__GeneID_494682	Xlae	675	0
