sequence_id	species	length	candidate
Cele__WBGene00006746	Cele	612	0
Dmel__GeneID_32398	Dmel	726	0
Dmel__GeneID_32400	Dmel	793	0
Hsap__GeneID_4917	Hsap	580	0
Hsap__GeneID_9423	Hsap	604	0
Mmus__GeneID_18208	Mmus	604	0
Mmus__GeneID_18209	Mmus	580	0
Shae__MS3_00003962	Shae	841	1
Shae__MS3_00004070	Shae	838	1
Sjap__EWB00_002313	Sjap	842	1
Sjap__EWB00_003107	Sjap	836	1
Sman__Smp_146840	Sman	841	1
Sman__Smp_151310	Sman	834	1
Xlae__GeneID_100127305	Xlae	601	0
Xlae__GeneID_108697748	Xlae	601	0
Xlae__GeneID_108701181	Xlae	602	0
Xlae__GeneID_108701615	Xlae	588	0
Xlae__GeneID_108703174	Xlae	588	0
Xlae__GeneID_373694	Xlae	602	0
