sequence_id	species	length	candidate
Cele__WBGene00000900	Cele	744	0
Dmel__GeneID_41772	Dmel	520	0
Dmel__GeneID_44096	Dmel	913	0
Hsap__GeneID_269	Hsap	593	0
Hsap__GeneID_659	Hsap	1038	0
Hsap__GeneID_7048	Hsap	628	0
Hsap__GeneID_92	Hsap	513	0
Hsap__GeneID_93	Hsap	533	0
Mmus__GeneID_110542	Mmus	568	0
Mmus__GeneID_11480	Mmus	521	0
Mmus__GeneID_11481	Mmus	557	0
Mmus__GeneID_12168	Mmus	1038	0
Mmus__GeneID_21813	Mmus	592	0
Shae__MS3_00007339	Shae	804	1
Sjap__EWB00_001228	Sjap	595	1
Sman__Smp_334370	Sman	811	1
Xlae__GeneID_108701455	Xlae	1054	0
Xlae__GeneID_108702885	Xlae	543	0
Xlae__GeneID_108709904	Xlae	491	0
Xlae__GeneID_108718935	Xlae	795	0
Xlae__GeneID_108719963	Xlae	809	0
Xlae__GeneID_121400055	Xlae	544	0
Xlae__GeneID_373815	Xlae	544	0
Xlae__GeneID_397859	Xlae	510	0
Xlae__GeneID_397981	Xlae	1048	0
Xlae__GeneID_399277	Xlae	511	0
Xlae__GeneID_399283	Xlae	562	0
Xlae__GeneID_495087	Xlae	520	0
