sequence_id	species	length	candidate
Cele__WBGene00006407	Cele	793	0
Cele__WBGene00015217	Cele	465	0
Cele__WBGene00022727	Cele	523	0
Dmel__GeneID_45343	Dmel	1299	0
Dmel__GeneID_53557	Dmel	1134	0
Hsap__GeneID_144165	Hsap	831	0
Hsap__GeneID_166336	Hsap	844	0
Hsap__GeneID_2273	Hsap	339	0
Hsap__GeneID_2274	Hsap	279	0
Hsap__GeneID_2275	Hsap	280	0
Hsap__GeneID_26136	Hsap	421	0
Hsap__GeneID_29964	Hsap	384	0
Hsap__GeneID_4007	Hsap	615	0
Hsap__GeneID_9457	Hsap	284	0
Mmus__GeneID_106042	Mmus	832	0
Mmus__GeneID_14199	Mmus	339	0
Mmus__GeneID_14200	Mmus	279	0
Mmus__GeneID_14201	Mmus	297	0
Mmus__GeneID_14202	Mmus	279	0
Mmus__GeneID_21753	Mmus	419	0
Mmus__GeneID_236749	Mmus	411	0
Mmus__GeneID_243548	Mmus	937	0
Mmus__GeneID_381104	Mmus	369	0
Mmus__GeneID_54630	Mmus	624	0
Mmus__GeneID_57756	Mmus	284	0
Shae__MS3_00002568	Shae	553	1
Shae__MS3_00003616	Shae	285	1
Sjap__EWB00_003590	Sjap	567	1
Sjap__EWB00_009388	Sjap	285	1
Sman__Smp_048560	Sman	556	1
Sman__Smp_143130	Sman	285	1
Xlae__GeneID_100127273	Xlae	543	0
Xlae__GeneID_108699981	Xlae	564	0
Xlae__GeneID_108708232	Xlae	279	0
Xlae__GeneID_108708415	Xlae	279	0
Xlae__GeneID_108709459	Xlae	439	0
Xlae__GeneID_108709713	Xlae	279	0
Xlae__GeneID_108713109	Xlae	422	0
Xlae__GeneID_108714730	Xlae	893	0
Xlae__GeneID_108715929	Xlae	893	0
Xlae__GeneID_108717963	Xlae	280	0
Xlae__GeneID_380398	Xlae	422	0
Xlae__GeneID_398256	Xlae	835	0
Xlae__GeneID_398264	Xlae	866	0
Xlae__GeneID_444152	Xlae	279	0
Xlae__GeneID_446852	Xlae	296	0
Xlae__GeneID_447182	Xlae	296	0
Xlae__GeneID_447738	Xlae	280	0
