branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	68.2/69	9	Dmel,Hsap,Mmus,Xlae	Dmel__GeneID_39520,Hsap__GeneID_1627,Hsap__GeneID_28988,Mmus__GeneID_13169,Mmus__GeneID_56320,Xlae__GeneID_108710970,Xlae__GeneID_379806,Xlae__GeneID_444592,Xlae__GeneID_494829	0		unrooted split; no ancestry or duplication timing assigned
B0003	95.3/91	8	Hsap,Mmus,Xlae	Hsap__GeneID_1627,Hsap__GeneID_28988,Mmus__GeneID_13169,Mmus__GeneID_56320,Xlae__GeneID_108710970,Xlae__GeneID_379806,Xlae__GeneID_444592,Xlae__GeneID_494829	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_1627,Mmus__GeneID_56320,Xlae__GeneID_108710970,Xlae__GeneID_494829	0		unrooted split; no ancestry or duplication timing assigned
B0005	97.7/95	2	Hsap,Mmus	Hsap__GeneID_1627,Mmus__GeneID_56320	0		unrooted split; no ancestry or duplication timing assigned
B0006	99.2/100	2	Xlae	Xlae__GeneID_108710970,Xlae__GeneID_494829	0		unrooted split; no ancestry or duplication timing assigned
B0007	96.7/93	4	Hsap,Mmus,Xlae	Hsap__GeneID_28988,Mmus__GeneID_13169,Xlae__GeneID_379806,Xlae__GeneID_444592	0		unrooted split; no ancestry or duplication timing assigned
B0008	99.6/100	2	Hsap,Mmus	Hsap__GeneID_28988,Mmus__GeneID_13169	0		unrooted split; no ancestry or duplication timing assigned
B0009	97.4/99	2	Xlae	Xlae__GeneID_379806,Xlae__GeneID_444592	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00007496,Sjap__EWB00_007274,Sman__Smp_247740	0		unrooted split; no ancestry or duplication timing assigned
B0011	96.3/99	2	Shae,Sman	Shae__MS3_00007496,Sman__Smp_247740	0		unrooted split; no ancestry or duplication timing assigned
