branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	91/87	11	Shae,Sjap,Sman	Shae__MS3_00006710,Shae__MS3_00006969,Shae__MS3_00010433,Sjap__EWB00_002345,Sjap__EWB00_003808,Sjap__EWB00_003809,Sjap__EWB00_003810,Sjap__EWB00_010663,Sman__Smp_159450,Sman__Smp_311870,Sman__Smp_346250	0		unrooted split; no ancestry or duplication timing assigned
B0003	89.9/81	8	Shae,Sjap,Sman	Shae__MS3_00006710,Shae__MS3_00006969,Sjap__EWB00_003808,Sjap__EWB00_003809,Sjap__EWB00_003810,Sjap__EWB00_010663,Sman__Smp_311870,Sman__Smp_346250	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	3	Shae,Sjap,Sman	Shae__MS3_00006710,Sjap__EWB00_010663,Sman__Smp_346250	0		unrooted split; no ancestry or duplication timing assigned
B0005	92.8/86	2	Shae,Sjap	Shae__MS3_00006710,Sjap__EWB00_010663	0		unrooted split; no ancestry or duplication timing assigned
B0006	96.4/98	5	Shae,Sjap,Sman	Shae__MS3_00006969,Sjap__EWB00_003808,Sjap__EWB00_003809,Sjap__EWB00_003810,Sman__Smp_311870	0		unrooted split; no ancestry or duplication timing assigned
B0007	53.7/47	4	Shae,Sjap,Sman	Shae__MS3_00006969,Sjap__EWB00_003808,Sjap__EWB00_003810,Sman__Smp_311870	0		unrooted split; no ancestry or duplication timing assigned
B0008	96.5/87	2	Shae,Sman	Shae__MS3_00006969,Sman__Smp_311870	0		unrooted split; no ancestry or duplication timing assigned
B0009	96.5/96	2	Sjap	Sjap__EWB00_003808,Sjap__EWB00_003810	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00010433,Sjap__EWB00_002345,Sman__Smp_159450	0		unrooted split; no ancestry or duplication timing assigned
B0011	94.4/98	2	Shae,Sman	Shae__MS3_00010433,Sman__Smp_159450	0		unrooted split; no ancestry or duplication timing assigned
