sequence_id	species	length	candidate
Cele__WBGene00013869	Cele	1211	0
Dmel__GeneID_36002	Dmel	888	0
Hsap__GeneID_10290	Hsap	3277	0
Hsap__GeneID_340156	Hsap	469	0
Hsap__GeneID_85366	Hsap	596	0
Hsap__GeneID_91807	Hsap	819	0
Mmus__GeneID_11790	Mmus	3272	0
Mmus__GeneID_213435	Mmus	795	0
Mmus__GeneID_228785	Mmus	613	0
Mmus__GeneID_238564	Mmus	656	0
Shae__MS3_00010577	Shae	654	1
Sjap__EWB00_003876	Sjap	687	1
Sman__Smp_121780	Sman	656	1
Xlae__GeneID_108700969	Xlae	443	0
Xlae__GeneID_108701290	Xlae	3808	0
Xlae__GeneID_108702928	Xlae	3769	0
Xlae__GeneID_108714133	Xlae	765	0
Xlae__GeneID_108715487	Xlae	798	0
Xlae__GeneID_108719107	Xlae	852	0
Xlae__GeneID_108720081	Xlae	717	0
