sequence_id	species	length	candidate
Cele__WBGene00001528	Cele	1137	0
Cele__WBGene00001530	Cele	1140	0
Cele__WBGene00001531	Cele	1136	0
Cele__WBGene00001532	Cele	1122	0
Cele__WBGene00001533	Cele	1086	0
Cele__WBGene00001534	Cele	1117	0
Cele__WBGene00001539	Cele	1028	0
Cele__WBGene00001540	Cele	1111	0
Cele__WBGene00001542	Cele	1088	0
Cele__WBGene00001544	Cele	1187	0
Cele__WBGene00001545	Cele	1108	0
Cele__WBGene00001547	Cele	1058	0
Shae__MS3_00008672	Shae	507	1
Sjap__EWB00_008992	Sjap	782	0
Sman__Smp_085680	Sman	850	0
Xlae__GeneID_121393820	Xlae	437	0
