branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	54/53	15	Cele,Hsap,Shae,Sjap,Sman	Cele__WBGene00002280,Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288,Shae__MS3_00000941,Shae__MS3_00001861,Shae__MS3_00010191,Sjap__EWB00_001102,Sjap__EWB00_006199,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_170340,Sman__Smp_213900,Sman__Smp_213910	44		unrooted split; no ancestry or duplication timing assigned
B0003	68.1/55	4	Cele,Hsap	Cele__WBGene00002280,Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	3	Hsap	Hsap__GeneID_1284,Hsap__GeneID_1286,Hsap__GeneID_1288	0		unrooted split; no ancestry or duplication timing assigned
B0005	20.3/52	2	Hsap	Hsap__GeneID_1286,Hsap__GeneID_1288	0		unrooted split; no ancestry or duplication timing assigned
B0006	100/100	11	Shae,Sjap,Sman	Shae__MS3_00000941,Shae__MS3_00001861,Shae__MS3_00010191,Sjap__EWB00_001102,Sjap__EWB00_006199,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_170340,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0007	98/98	8	Shae,Sjap,Sman	Shae__MS3_00000941,Shae__MS3_00001861,Sjap__EWB00_001102,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_159600,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0008	100/100	3	Shae,Sjap,Sman	Shae__MS3_00000941,Sjap__EWB00_001102,Sman__Smp_159600	0		unrooted split; no ancestry or duplication timing assigned
B0009	50.8/45	2	Shae,Sman	Shae__MS3_00000941,Sman__Smp_159600	0		unrooted split; no ancestry or duplication timing assigned
B0010	95.9/90	5	Shae,Sjap,Sman	Shae__MS3_00001861,Sjap__EWB00_006200,Sjap__EWB00_006201,Sman__Smp_213900,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0011	100/100	3	Shae,Sjap,Sman	Shae__MS3_00001861,Sjap__EWB00_006200,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0012	97.2/98	2	Shae,Sman	Shae__MS3_00001861,Sman__Smp_213910	0		unrooted split; no ancestry or duplication timing assigned
B0013	100/100	2	Sjap,Sman	Sjap__EWB00_006201,Sman__Smp_213900	0		unrooted split; no ancestry or duplication timing assigned
B0014	100/100	3	Shae,Sjap,Sman	Shae__MS3_00010191,Sjap__EWB00_006199,Sman__Smp_170340	0		unrooted split; no ancestry or duplication timing assigned
B0015	90.8/96	2	Shae,Sman	Shae__MS3_00010191,Sman__Smp_170340	0		unrooted split; no ancestry or duplication timing assigned
B0016	99/100	3	Hsap	Hsap__GeneID_1282,Hsap__GeneID_1285,Hsap__GeneID_1287	0		unrooted split; no ancestry or duplication timing assigned
B0017	96.6/96	2	Hsap	Hsap__GeneID_1282,Hsap__GeneID_1287	0		unrooted split; no ancestry or duplication timing assigned
