branch_id	support_label	tip_count	species	tip_ids	direct_orthology_edges_within	exact_duplication_rows	interpretation
B0002	50.5/59	9	Dmel,Hsap,Mmus,Xlae	Dmel__GeneID_35154,Hsap__GeneID_22848,Hsap__GeneID_55589,Mmus__GeneID_140780,Mmus__GeneID_269774,Xlae__GeneID_108706817,Xlae__GeneID_108711545,Xlae__GeneID_108712220,Xlae__GeneID_108712767	0		unrooted split; no ancestry or duplication timing assigned
B0003	100/100	8	Hsap,Mmus,Xlae	Hsap__GeneID_22848,Hsap__GeneID_55589,Mmus__GeneID_140780,Mmus__GeneID_269774,Xlae__GeneID_108706817,Xlae__GeneID_108711545,Xlae__GeneID_108712220,Xlae__GeneID_108712767	0		unrooted split; no ancestry or duplication timing assigned
B0004	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_22848,Mmus__GeneID_269774,Xlae__GeneID_108711545,Xlae__GeneID_108712767	0		unrooted split; no ancestry or duplication timing assigned
B0005	100/100	2	Hsap,Mmus	Hsap__GeneID_22848,Mmus__GeneID_269774	0		unrooted split; no ancestry or duplication timing assigned
B0006	99.9/100	2	Xlae	Xlae__GeneID_108711545,Xlae__GeneID_108712767	0		unrooted split; no ancestry or duplication timing assigned
B0007	100/100	4	Hsap,Mmus,Xlae	Hsap__GeneID_55589,Mmus__GeneID_140780,Xlae__GeneID_108706817,Xlae__GeneID_108712220	0		unrooted split; no ancestry or duplication timing assigned
B0008	99.7/100	2	Hsap,Mmus	Hsap__GeneID_55589,Mmus__GeneID_140780	0		unrooted split; no ancestry or duplication timing assigned
B0009	100/100	2	Xlae	Xlae__GeneID_108706817,Xlae__GeneID_108712220	0		unrooted split; no ancestry or duplication timing assigned
B0010	100/100	3	Shae,Sjap,Sman	Shae__MS3_00008601,Sjap__EWB00_001961,Sman__Smp_176750	0		unrooted split; no ancestry or duplication timing assigned
B0011	74.9/62	2	Shae,Sjap	Shae__MS3_00008601,Sjap__EWB00_001961	0		unrooted split; no ancestry or duplication timing assigned
